,Country,Date,Number
313,Switzerland,2020-04-01,2073.278879813302
314,United Kingdom,2020-04-01,442.2205551387847
315,Netherlands,2020-04-02,850.5208333333333
316,Poland,2020-04-02,77.58756913352647
317,Sweden,2020-04-02,544.2815249266862
318,Switzerland,2020-04-02,2196.849474912485
319,United Kingdom,2020-04-02,505.89647411852957
320,Netherlands,2020-04-03,909.8958333333333
321,Poland,2020-04-03,89.09665525414802
322,Sweden,2020-04-03,599.3157380254154
323,Switzerland,2020-04-03,2287.7479579929986
324,United Kingdom,2020-04-03,572.6631657914478
325,Netherlands,2020-04-04,962.210648148148
326,Poland,2020-04-04,95.52278114300763
327,Sweden,2020-04-04,629.8142717497556
328,Switzerland,2020-04-04,2392.648774795799
329,United Kingdom,2020-04-04,628.7021755438859
330,Netherlands,2020-04-05,1033.0439814814815
331,Poland,2020-04-05,108.03265736107454
332,Sweden,2020-04-05,667.644183773216
333,Switzerland,2020-04-05,2462.0770128354725
334,United Kingdom,2020-04-05,717.2693173293322
335,Netherlands,2020-04-06,1088.136574074074
336,Poland,2020-04-06,116.22333421121938
337,Sweden,2020-04-06,704.3988269794721
338,Switzerland,2020-04-06,2527.071178529755
339,United Kingdom,2020-04-06,774.3135783945986
340,Netherlands,2020-04-07,1133.1018518518517
341,Poland,2020-04-07,127.67974716881749
342,Sweden,2020-04-07,752.0039100684262
343,Switzerland,2020-04-07,2596.6161026837804
344,United Kingdom,2020-04-07,828.8372093023255
345,Netherlands,2020-04-08,1189.1782407407406
346,Poland,2020-04-08,137.08190676850145
347,Sweden,2020-04-08,822.97165200391
348,Switzerland,2020-04-08,2716.452742123687
349,United Kingdom,2020-04-08,911.2228057014253
350,Netherlands,2020-04-09,1259.375
351,Poland,2020-04-09,146.82644192783778
352,Sweden,2020-04-09,893.5483870967741
353,Switzerland,2020-04-09,2806.4177362893815
354,United Kingdom,2020-04-09,976.3990997749437
355,Netherlands,2020-04-10,1336.6319444444443
356,Poland,2020-04-10,156.8343429022913
357,Sweden,2020-04-10,946.7253176930595
358,Switzerland,2020-04-10,2864.7607934655775
359,United Kingdom,2020-04-10,1106.6466616654163
360,Netherlands,2020-04-11,1412.7893518518517
361,Poland,2020-04-11,167.39531208849093
362,Sweden,2020-04-11,992.27761485826
363,Switzerland,2020-04-11,2929.6382730455075
364,United Kingdom,2020-04-11,1185.1612903225805
365,Netherlands,2020-04-12,1480.7291666666665
366,Poland,2020-04-12,175.7703450092178
367,Sweden,2020-04-12,1024.731182795699
368,Switzerland,2020-04-12,2965.577596266044
369,United Kingdom,2020-04-12,1264.5011252813201
370,Netherlands,2020-04-13,1536.5162037037037
371,Poland,2020-04-13,182.61785620226496
372,Sweden,2020-04-13,1070.1857282502444
373,Switzerland,2020-04-13,2997.4329054842474
374,United Kingdom,2020-04-13,1329.6474118529632
375,Netherlands,2020-04-14,1586.747685185185
376,Poland,2020-04-14,189.67606004740585
377,Sweden,2020-04-14,1118.7683284457478
378,Switzerland,2020-04-14,3026.3710618436403
379,United Kingdom,2020-04-14,1408.4471117779444
380,Netherlands,2020-04-15,1629.224537037037
381,Poland,2020-04-15,199.68396102185937
382,Sweden,2020-04-15,1165.884652981427
383,Switzerland,2020-04-15,3073.0455075845975
384,United Kingdom,2020-04-15,1477.509377344336
385,Netherlands,2020-04-16,1690.625
386,Poland,2020-04-16,208.53305240979722
387,Sweden,2020-04-16,1225.8064516129032
388,Switzerland,2020-04-16,3119.2532088681446
389,United Kingdom,2020-04-16,1546.7816954238558
390,Netherlands,2020-04-17,1762.0949074074074
391,Poland,2020-04-17,220.67421648670003
392,Sweden,2020-04-17,1291.8866080156401
393,Switzerland,2020-04-17,3159.6266044340723
394,United Kingdom,2020-04-17,1630.7876969242309
395,Netherlands,2020-04-18,1828.0671296296296
396,Poland,2020-04-18,230.2343955754543
397,Sweden,2020-04-18,1351.1241446725317
398,Switzerland,2020-04-18,3197.6662777129523
399,United Kingdom,2020-04-18,1713.6834208552136
400,Netherlands,2020-04-19,1889.7569444444443
401,Poland,2020-04-19,244.5878324993416
402,Sweden,2020-04-19,1406.1583577712609
403,Switzerland,2020-04-19,3236.8728121353556
404,United Kingdom,2020-04-19,1801.45536384096
405,Netherlands,2020-04-20,1933.1597222222222
406,Poland,2020-04-20,252.64682644192786
407,Sweden,2020-04-20,1444.477028347996
408,Switzerland,2020-04-20,3260.6767794632437
409,United Kingdom,2020-04-20,1871.6129032258063
410,Netherlands,2020-04-21,1975.3472222222222
411,Poland,2020-04-21,259.57334737951015
412,Sweden,2020-04-21,1497.7517106549365
413,Switzerland,2020-04-21,3274.5624270711783
414,United Kingdom,2020-04-21,1936.144036009002
415,Netherlands,2020-04-22,2016.3194444444443
416,Poland,2020-04-22,267.81669739267846
417,Sweden,2020-04-22,1564.418377321603
418,Switzerland,2020-04-22,3298.483080513419
419,United Kingdom,2020-04-22,2002.9257314328581
420,Netherlands,2020-04-23,2067.650462962963
421,Poland,2020-04-23,276.8238082696866
422,Sweden,2020-04-23,1637.8299120234603
423,Switzerland,2020-04-23,3325.087514585764
424,United Kingdom,2020-04-23,2071.687921980495
425,Netherlands,2020-04-24,2114.2939814814813
426,Poland,2020-04-24,286.85804582565186
427,Sweden,2020-04-24,1717.2043010752689
428,Switzerland,2020-04-24,3346.207701283547
429,United Kingdom,2020-04-24,2152.498124531133
430,Netherlands,2020-04-25,2152.199074074074
431,Poland,2020-04-25,296.89228338161706
432,Sweden,2020-04-25,1776.83284457478
433,Switzerland,2020-04-25,3371.5285880980164
434,United Kingdom,2020-04-25,2226.211552888222
435,Netherlands,2020-04-26,2190.1041666666665
436,Poland,2020-04-26,305.9520674216487
437,Sweden,2020-04-26,1822.0918866080156
438,Switzerland,2020-04-26,3391.015169194866
439,United Kingdom,2020-04-26,2293.1732933233307
440,Netherlands,2020-04-27,2213.252314814815
441,Poland,2020-04-27,313.4579931524888
442,Sweden,2020-04-27,1850.0488758553274
443,Switzerland,2020-04-27,3403.033838973162
444,United Kingdom,2020-04-27,2357.824456114028
445,Netherlands,2020-04-28,2223.148148148148
446,Poland,2020-04-28,321.7803529101923
447,Sweden,2020-04-28,1917.9863147605083
448,Switzerland,2020-04-28,3414.702450408401
449,United Kingdom,2020-04-28,2417.7794448612153
450,Netherlands,2020-04-29,2245.486111111111
451,Poland,2020-04-29,332.894390308138
452,Sweden,2020-04-29,1984.55522971652
453,Switzerland,2020-04-29,3431.3885647607935
454,United Kingdom,2020-04-29,2478.9347336834207
455,Netherlands,2020-04-30,2275.2314814814813
456,Poland,2020-04-30,339.1361601264156
457,Sweden,2020-04-30,2061.7790811339196
458,Switzerland,2020-04-30,3452.2753792298713
459,United Kingdom,2020-04-30,2569.4373593398345
460,Netherlands,2020-05-01,2302.7199074074074
461,Poland,2020-05-01,345.14090071108774
462,Sweden,2020-05-01,2103.6168132942325
463,Switzerland,2020-05-01,3466.1610268378063
464,United Kingdom,2020-05-01,2662.475618904726
465,Netherlands,2020-05-02,2328.472222222222
466,Poland,2020-05-02,352.25177771925206
467,Sweden,2020-05-02,2158.553274682307
468,Switzerland,2020-05-02,3479.229871645274
469,United Kingdom,2020-05-02,2734.5836459114776
470,Netherlands,2020-05-03,2347.858796296296
471,Poland,2020-05-03,360.62681063997894
472,Sweden,2020-05-03,2181.524926686217
473,Switzerland,2020-05-03,3489.4982497082847
474,United Kingdom,2020-05-03,2799.6849212303073
475,Netherlands,2020-05-04,2359.375
476,Poland,2020-05-04,368.87016065314725
477,Sweden,2020-05-04,2221.0166177908113
478,Switzerland,2020-05-04,3498.3663943990664
479,United Kingdom,2020-05-04,2859.474868717179
480,Netherlands,2020-05-05,2377.7199074074074
481,Poland,2020-05-05,380.06320779562816
482,Sweden,2020-05-05,2269.403714565005
483,Switzerland,2020-05-05,3501.633605600933
484,United Kingdom,2020-05-05,2925.581395348837
485,Netherlands,2020-05-06,2391.145833333333
486,Poland,2020-05-06,388.20121148274956
487,Sweden,2020-05-06,2338.0254154447703
488,Switzerland,2020-05-06,3507.5845974329054
489,United Kingdom,2020-05-06,3017.269317329332
490,Netherlands,2020-05-07,2417.4768518518517
491,Poland,2020-05-07,396.2865420068475
492,Sweden,2020-05-07,2406.9403714565005
493,Switzerland,2020-05-07,3515.2858809801633
494,United Kingdom,2020-05-07,3101.500375093773
495,Netherlands,2020-05-08,2435.9375
496,Poland,2020-05-08,404.6879115090861
497,Sweden,2020-05-08,2469.6969696969695
498,Switzerland,2020-05-08,3524.737456242707
499,United Kingdom,2020-05-08,3171.252813203301
500,Netherlands,2020-05-09,2452.662037037037
501,Poland,2020-05-09,412.19383723992627
502,Sweden,2020-05-09,2533.8220918866077
503,Switzerland,2020-05-09,3529.8716452742124
504,United Kingdom,2020-05-09,3229.707426856714
505,Netherlands,2020-05-10,2466.840277777778
506,Poland,2020-05-10,421.2799578614696
507,Sweden,2020-05-10,2573.0205278592375
508,Switzerland,2020-05-10,3536.1726954492415
509,United Kingdom,2020-05-10,3288.567141785446
